# time,flux,err
5.696841000000000349e+04,3.205405999999999977e+00,1.137149999999999966e-01
5.697740000000000146e+04,3.244000999999999912e+00,1.032166000000000056e-01
5.698638999999999942e+04,3.215437999999999796e+00,8.177951999999999444e-02
5.699537000000000262e+04,3.174593000000000220e+00,7.294575000000000364e-02
5.700436000000000058e+04,3.143101000000000145e+00,8.988852999999999427e-02
5.701334999999999854e+04,3.163202000000000069e+00,7.295611000000000457e-02
5.702233000000000175e+04,3.202542000000000222e+00,1.007751000000000063e-01
5.703131999999999971e+04,3.410899999999999821e+00,4.619482999999999923e-02
5.704030999999999767e+04,3.560538999999999898e+00,1.040351999999999943e-01
5.704929000000000087e+04,3.512954999999999828e+00,9.599156999999999829e-02
5.705827999999999884e+04,3.523772000000000126e+00,4.141380000000000061e-02
5.706726000000000204e+04,3.497186000000000128e+00,7.673230999999999802e-02
5.707625000000000000e+04,3.444058000000000064e+00,9.990954999999999975e-02
5.708523999999999796e+04,3.459417999999999882e+00,7.804102000000000261e-02
5.709422000000000116e+04,3.450905000000000111e+00,1.003356999999999999e-01
5.710320999999999913e+04,3.428186999999999873e+00,7.362114999999999632e-02
5.711219999999999709e+04,3.404164000000000190e+00,1.004131999999999941e-01
5.712118000000000029e+04,3.359837999999999880e+00,9.436387999999999721e-02
5.713016999999999825e+04,3.336193999999999882e+00,9.353675999999999657e-02
5.713916000000000349e+04,3.344523000000000135e+00,1.055438999999999961e-01
5.714813999999999942e+04,3.357905000000000140e+00,5.085710999999999704e-02
5.715712999999999738e+04,3.366455000000000197e+00,6.943033999999999317e-02
5.716612000000000262e+04,3.359685999999999950e+00,6.214290000000000092e-02
5.717509999999999854e+04,3.394489999999999785e+00,9.847522999999999693e-02
5.718408999999999651e+04,3.451210000000000111e+00,8.501975000000000504e-02
5.719308000000000175e+04,3.546641999999999850e+00,7.390541999999999945e-02
5.720205999999999767e+04,3.511242999999999892e+00,1.154506000000000004e-01
5.721105000000000291e+04,3.471331999999999862e+00,3.678456000000000087e-02
5.722004000000000087e+04,3.551029000000000213e+00,6.422712999999999339e-02
5.722901999999999680e+04,3.483846000000000220e+00,1.264562999999999937e-01
5.723801000000000204e+04,3.433374000000000148e+00,1.490727000000000024e-01
5.724700000000000000e+04,3.372632999999999992e+00,1.356945999999999986e-01
5.725598000000000320e+04,3.485527999999999960e+00,1.139518999999999949e-01
5.726497000000000116e+04,3.474171000000000120e+00,7.432126999999999484e-02
5.727395999999999913e+04,3.444491000000000192e+00,1.141968000000000011e-01
5.728294000000000233e+04,3.422969999999999846e+00,1.627537000000000011e-01
5.729193000000000029e+04,3.533386000000000138e+00,1.036231999999999986e-01
