# lags,weights,weighted_lags
2.541143095577928364e+02,9.829490414556626421e-01,2.497814170000000047e+02
2.514771626850073574e+02,9.954065821616803200e-01,2.503220230000000015e+02
2.547854629326876363e+02,9.778724858640106543e-01,2.491476940000000013e+02
2.520471750635105934e+02,9.935697630290750704e-01,2.504264520000000118e+02
2.436555220486631299e+02,1.023738374171473398e+00,2.494395079999999894e+02
2.536913269544595266e+02,9.827161101362892337e-01,2.493065540000000055e+02
2.507589592215803407e+02,9.931495718960038355e-01,2.490411530000000084e+02
2.586752345762020013e+02,9.690539429129468862e-01,2.506702559999999949e+02
2.565180561952249150e+02,9.720150413514689891e-01,2.493394089999999892e+02
2.436555220486631299e+02,1.023738374171473398e+00,2.494395079999999894e+02
2.643809740342191503e+02,9.446195737507038226e-01,2.497394429999999943e+02
2.459545585270852257e+02,1.018181303488312039e+00,2.504263329999999996e+02
2.557639760888442595e+02,9.757342641299555641e-01,2.495576749999999890e+02
2.546471396514533296e+02,9.810253291748460835e-01,2.498152939999999944e+02
2.586563452251724584e+02,9.689192537759939716e-01,2.506171129999999607e+02
2.545632304687285341e+02,9.798909392401139451e-01,2.494442029999999875e+02
2.517775549411458655e+02,9.941859672857334962e-01,2.503137120000000095e+02
2.513316784172939720e+02,9.915221414558167412e-01,2.492009239999999863e+02
2.513351548903407320e+02,9.915221414558167412e-01,2.492043710000000090e+02
2.565184615387466351e+02,9.720150413514689891e-01,2.493398030000000176e+02
2.522082855768833269e+02,9.909075882592911499e-01,2.499151040000000137e+02
2.593525434996109880e+02,9.603754281298327866e-01,2.490758099999999899e+02
2.558391832852531138e+02,9.720160133669962788e-01,2.486797829999999863e+02
2.558519755642216751e+02,9.719674137813276715e-01,2.486797829999999863e+02
2.544432958322476566e+02,9.817309400232250294e-01,2.497948560000000100e+02
2.627911033747985812e+02,9.517451305925196392e-01,2.501101530000000253e+02
2.522082855768833269e+02,9.909075882592911499e-01,2.499151040000000137e+02
2.595367097263577421e+02,9.595604154132040264e-01,2.490411530000000084e+02
2.568724867375191820e+02,9.727443260800705538e-01,2.498712539999999649e+02
2.558519755642216751e+02,9.719674137813276715e-01,2.486797829999999863e+02
2.565180561952249150e+02,9.720150413514689891e-01,2.493394089999999892e+02
2.520790046755730316e+02,9.891957893158209725e-01,2.493554900000000032e+02
2.491087941613786256e+02,1.002356772833322918e+00,2.496958869999999990e+02
2.608803579854379109e+02,9.561447167821023330e-01,2.494393760000000100e+02
